,0
0,0.7875103858408353
1,0.7878369080697682
2,0.7881632819444526
3,0.7884895071683925
4,0.7888155834451298
5,0.7891415104782445
6,0.7894672879713559
7,0.7897929156281214
8,0.7901183931522389
9,0.7904437202474455
10,0.7907688966175197
11,0.79109392196628
12,0.791418795997587
13,0.7917435184153425
14,0.7920680889234908
15,0.792392507226019
16,0.7927167730269568
17,0.7930408860303783
18,0.7933648459404007
19,0.7936886524611864
20,0.7940123052969423
21,0.7943358041519207
22,0.7946591487304195
23,0.7949823387367836
24,0.7953053738754033
25,0.7956282538507173
26,0.7959509783672111
27,0.7962735471294183
28,0.7965959598419212
29,0.7969182162093511
30,0.7972403159363879
31,0.7975622587277622
32,0.7978840442882541
33,0.798205672322695
34,0.7985271425359669
35,0.7988484546330039
36,0.7991696083187916
37,0.7994906032983683
38,0.7998114392768253
39,0.8001321159593073
40,0.8004526330510122
41,0.8007729902571931
42,0.801093187283157
43,0.8014132238342665
44,0.8017330996159394
45,0.8020528143336499
46,0.8023723676929289
47,0.8026917593993631
48,0.8030109891585981
49,0.803330056676336
50,0.8036489616583383
51,0.8039677038104242
52,0.8042862828384723
53,0.8046046984484215
54,0.8049229503462699
55,0.805241038238077
56,0.805558961829962
57,0.8058767208281068
58,0.8061943149387543
59,0.8065117438682099
60,0.8068290073228419
61,0.8071461050090817
62,0.8074630366334244
63,0.8077798019024287
64,0.8080964005227186
65,0.8084128322009826
66,0.8087290966439746
67,0.8090451935585145
68,0.8093611226514889
69,0.8096768836298504
70,0.8099924762006193
71,0.8103079000708836
72,0.8106231549477992
73,0.8109382405385906
74,0.8112531565505515
75,0.8115679026910448
76,0.8118824786675035
77,0.8121968841874309
78,0.812511118958401
79,0.8128251826880595
80,0.8131390750841229
81,0.8134527958543806
82,0.8137663447066947
83,0.8140797213489999
84,0.8143929254893043
85,0.8147059568356906
86,0.815018815096315
87,0.8153314999794097
88,0.8156440111932808
89,0.8159563484463113
90,0.8162685114469599
91,0.8165804999037619
92,0.81689231352533
93,0.8172039520203541
94,0.8175154150976022
95,0.8178267024659208
96,0.8181378138342351
97,0.81844874891155
98,0.8187595074069496
99,0.8190700890295991
100,0.8193804934887436
101,0.8196907204937096
102,0.8200007697539053
103,0.8203106409788206
104,0.8206203338780281
105,0.8209298481611839
106,0.8212391835380264
107,0.8215483397183783
108,0.8218573164121469
109,0.8221661133293237
110,0.8224747301799857
111,0.8227831666742956
112,0.8230914225225019
113,0.8233994974349399
114,0.8237073911220317
115,0.8240151032942866
116,0.8243226336623023
117,0.8246299819367645
118,0.8249371478284481
119,0.8252441310482161
120,0.8255509313070224
121,0.8258575483159106
122,0.8261639817860148
123,0.8264702314285599
124,0.826776296954863
125,0.8270821780763322
126,0.8273878745044688
127,0.8276933859508663
128,0.8279987121272118
129,0.828303852745286
130,0.828608807516964
131,0.8289135761542147
132,0.8292181583691036
133,0.8295225538737905
134,0.8298267623805311
135,0.8301307836016784
136,0.8304346172496817
137,0.8307382630370874
138,0.8310417206765401
139,0.8313449898807829
140,0.8316480703626565
141,0.8319509618351018
142,0.8322536640111589
143,0.8325561766039674
144,0.8328584993267683
145,0.8331606318929028
146,0.8334625740158137
147,0.8337643254090458
148,0.8340658857862455
149,0.8343672548611631
150,0.8346684323476511
151,0.8349694179596653
152,0.835270211411267
153,0.8355708124166207
154,0.8358712206899962
155,0.836171435945769
156,0.8364714578984201
157,0.8367712862625373
158,0.8370709207528144
159,0.8373703610840533
160,0.8376696069711628
161,0.8379686581291602
162,0.8382675142731711
163,0.8385661751184305
164,0.8388646403802824
165,0.839162909774181
166,0.8394609830156908
167,0.839758859820487
168,0.8400565399043562
169,0.8403540229831966
170,0.8406513087730184
171,0.8409483969899445
172,0.8412452873502112
173,0.8415419795701674
174,0.8418384733662772
175,0.842134768455118
176,0.8424308645533826
177,0.8427267613778788
178,0.8430224586455305
179,0.8433179560733771
180,0.8436132533785756
181,0.843908350278399
182,0.8442032464902387
183,0.8444979417316038
184,0.8447924357201215
185,0.8450867281735385
186,0.8453808188097202
187,0.8456747073466521
188,0.8459683935024399
189,0.8462618769953099
190,0.8465551575436094
191,0.8468482348658074
192,0.8471411086804951
193,0.8474337787063857
194,0.8477262446623155
195,0.8480185062672443
196,0.8483105632402556
197,0.8486024153005571
198,0.8488940621674813
199,0.8491855035604854
200,0.8494767391991529
201,0.8497677688031927
202,0.8500585920924408
203,0.8503492087868595
204,0.8506396186065387
205,0.850929821271696
206,0.8512198165026779
207,0.8515096040199586
208,0.8517991835441425
209,0.8520885547959628
210,0.8523777174962829
211,0.8526666713660971
212,0.8529554161265304
213,0.8532439514988389
214,0.8535322772044112
215,0.8538203929647673
216,0.8541082985015606
217,0.8543959935365777
218,0.8546834777917386
219,0.8549707509890968
220,0.8552578128508415
221,0.8555446630992959
222,0.8558313014569191
223,0.8561177276463057
224,0.8564039413901868
225,0.8566899424114304
226,0.8569757304330412
227,0.8572613051781618
228,0.857546666370073
229,0.857831813732194
230,0.8581167469880826
231,0.858401465861437
232,0.8586859700760938
233,0.8589702593560313
234,0.8592543334253676
235,0.8595381920083621
236,0.8598218348294164
237,0.8601052616130737
238,0.8603884720840195
239,0.8606714659670828
240,0.8609542429872356
241,0.8612368028695938
242,0.8615191453394178
243,0.8618012701221127
244,0.8620831769432284
245,0.8623648655284605
246,0.8626463356036513
247,0.8629275868947889
248,0.8632086191280083
249,0.8634894320295923
250,0.8637700253259714
251,0.8640503987437241
252,0.8643305520095783
253,0.86461048485041
254,0.8648901969932459
255,0.8651696881652619
256,0.8654489580937845
257,0.8657280065062916
258,0.8660068331304122
259,0.8662854376939265
260,0.8665638199247682
261,0.8668419795510224
262,0.8671199163009281
263,0.8673976299028777
264,0.8676751200854174
265,0.8679523865772482
266,0.8682294291072256
267,0.8685062474043604
268,0.8687828411978198
269,0.8690592102169264
270,0.8693353541911599
271,0.8696112728501569
272,0.869886965923712
273,0.8701624331417765
274,0.8704376742344619
275,0.870712688932037
276,0.8709874769649305
277,0.871262038063731
278,0.871536371959187
279,0.8718104783822073
280,0.8720843570638623
281,0.8723580077353839
282,0.8726314301281649
283,0.8729046239737618
284,0.8731775890038929
285,0.8734503249504403
286,0.873722831545449
287,0.8739951085211293
288,0.8742671556098548
289,0.8745389725441649
290,0.874810559056764
