metric,value
Bus:avg_utilization,0.789314
Bus:direction_rev_count,0
Bus:efficiency,0.333111
Bus:transferred_bytes,96064
Bus:transferred_payloads,32000
Host-0:2:avg_evict_wait_ns,0
Host-0:2:avg_latency_ns,1031.78
Host-0:2:bw_gbps,1.98204
Host-0:avg_evict_wait_ns,0
Host-0:avg_latency_ns,1031.78
Host-0:bw_gbps,1.98204
Host-0:cache_evict_count,0
Host-0:cache_hit_count,0
Host-0:random_seed,42
Host-0:req_count,500
id,type,memid,addr,send,arrive,bus_queuing,bus_time,switch_queuing,switch_time,snoop_evict,host_inv,dram_queuing,dram_time,total_time
293,Non-temporal read,2,239cc240,8497,9553,857,48,0,0,0,0,0,71,1056
294,Non-temporal read,2,1d199c0,8529,9585,879,48,0,0,0,0,0,49,1056
295,Non-temporal read,2,1a3c7a40,8561,9617,857,48,0,0,0,0,0,71,1056
296,Non-temporal read,2,3fd85e40,8593,9649,857,48,0,0,0,0,0,71,1056
297,Non-temporal read,2,273ce3c0,8625,9681,857,48,0,0,0,0,0,71,1056
298,Non-temporal read,2,352eef80,8657,9713,857,48,0,0,0,0,0,71,1056
299,Non-temporal read,2,2610b6c0,8689,9745,857,48,0,0,0,0,0,71,1056
300,Non-temporal read,2,375c0100,8721,9777,857,48,0,0,0,0,0,71,1056
301,Non-temporal read,2,3bd047c0,8753,9809,857,48,0,0,0,0,0,71,1056
302,Non-temporal read,2,276e7c00,8785,9841,857,48,0,0,0,0,0,71,1056
303,Non-temporal read,2,27f5a1c0,8817,9873,857,48,0,0,0,0,0,71,1056
304,Non-temporal read,2,2e38da40,8849,9905,857,48,0,0,0,0,0,71,1056
305,Non-temporal read,2,13822980,8881,9937,857,48,0,0,0,0,0,71,1056
306,Non-temporal read,2,1f1fe580,8913,9969,857,48,0,0,0,0,0,71,1056
307,Non-temporal read,2,19dcbfc0,8945,10001,857,48,0,0,0,0,0,71,1056
308,Non-temporal read,2,fd10140,8977,10033,857,48,0,0,0,0,0,71,1056
309,Non-temporal read,2,14e2aa00,9009,10065,857,48,0,0,0,0,0,71,1056
310,Non-temporal read,2,54222c0,9041,10097,857,48,0,0,0,0,0,71,1056
311,Non-temporal read,2,35490540,9073,10129,857,48,0,0,0,0,0,71,1056
312,Non-temporal read,2,3e705280,9105,10161,857,48,0,0,0,0,0,71,1056
313,Non-temporal read,2,1a7640c0,9137,10193,857,48,0,0,0,0,0,71,1056
314,Non-temporal read,2,10e4fd80,9169,10225,857,48,0,0,0,0,0,71,1056
315,Non-temporal read,2,253f7a40,9201,10257,857,48,0,0,0,0,0,71,1056
316,Non-temporal read,2,7171480,9233,10289,857,48,0,0,0,0,0,71,1056
317,Non-temporal read,2,3ee6eb40,9265,10321,857,48,0,0,0,0,0,71,1056
318,Non-temporal read,2,35d87500,9297,10353,857,48,0,0,0,0,0,71,1056
319,Non-temporal read,2,3ce9db80,9329,10385,857,48,0,0,0,0,0,71,1056
320,Non-temporal read,2,d51b200,9361,10417,857,48,0,0,0,0,0,71,1056
321,Non-temporal read,2,e96000,9393,10449,857,48,0,0,0,0,0,71,1056
322,Non-temporal read,2,1b2c62c0,9425,10481,857,48,0,0,0,0,0,71,1056
323,Non-temporal read,2,6d0340,9457,10513,857,48,0,0,0,0,0,71,1056
324,Non-temporal read,2,3bcfa8c0,9489,10545,857,48,0,0,0,0,0,71,1056
325,Non-temporal read,2,c317f40,9521,10577,857,48,0,0,0,0,0,71,1056
326,Non-temporal read,2,145adc40,9553,10609,857,48,0,0,0,0,0,71,1056
327,Non-temporal read,2,f3cbb40,9585,10641,857,48,0,0,0,0,0,71,1056
328,Non-temporal read,2,3f9d6880,9617,10673,857,48,0,0,0,0,0,71,1056
329,Non-temporal read,2,f321f80,9649,10705,857,48,0,0,0,0,0,71,1056
330,Non-temporal read,2,4d42ac0,9681,10737,857,48,0,0,0,0,0,71,1056
331,Non-temporal read,2,77886c0,9713,10769,857,48,0,0,0,0,0,71,1056
332,Non-temporal read,2,ad30bc0,9745,10801,857,48,0,0,0,0,0,71,1056
333,Non-temporal read,2,35a79540,9777,10833,857,48,0,0,0,0,0,71,1056
334,Non-temporal read,2,8eefdc0,9809,10865,857,48,0,0,0,0,0,71,1056
335,Non-temporal read,2,1d1b8c80,9841,10897,846,48,0,0,0,0,0,82,1056
336,Non-temporal read,2,3ed81280,9873,10929,857,48,0,0,0,0,0,71,1056
337,Non-temporal read,2,27d37580,9905,10961,857,48,0,0,0,0,0,71,1056
338,Non-temporal read,2,1e24a500,9937,10993,857,48,0,0,0,0,0,71,1056
339,Non-temporal read,2,3aedc00,9969,11025,857,48,0,0,0,0,0,71,1056
340,Non-temporal read,2,39974000,10001,11057,857,48,0,0,0,0,0,71,1056
341,Non-temporal read,2,8a8bd40,10033,11089,857,48,0,0,0,0,0,71,1056
342,Non-temporal read,2,167d84c0,10065,11121,857,48,0,0,0,0,0,71,1056
343,Non-temporal read,2,312df540,10097,11153,857,48,0,0,0,0,0,71,1056
344,Non-temporal read,2,a6e7e00,10129,11185,857,48,0,0,0,0,0,71,1056
345,Non-temporal read,2,21b87dc0,10161,11217,857,48,0,0,0,0,0,71,1056
346,Non-temporal read,2,1c21eac0,10193,11249,857,48,0,0,0,0,0,71,1056
347,Non-temporal read,2,30da8080,10225,11281,857,48,0,0,0,0,0,71,1056
348,Non-temporal read,2,1d291c80,10257,11313,857,48,0,0,0,0,0,71,1056
349,Non-temporal read,2,7c95c0,10289,11345,857,48,0,0,0,0,0,71,1056
350,Non-temporal read,2,12e27a80,10321,11377,857,48,0,0,0,0,0,71,1056
351,Non-temporal read,2,bd58dc0,10353,11409,857,48,0,0,0,0,0,71,1056
352,Non-temporal read,2,3105500,10385,11441,857,48,0,0,0,0,0,71,1056
353,Non-temporal read,2,314e7980,10417,11473,857,48,0,0,0,0,0,71,1056
354,Non-temporal read,2,c5e0cc0,10449,11505,857,48,0,0,0,0,0,71,1056
355,Non-temporal read,2,66dbb00,10481,11537,857,48,0,0,0,0,0,71,1056
356,Non-temporal read,2,181b6c40,10513,11569,857,48,0,0,0,0,0,71,1056
357,Non-temporal read,2,3ba47e00,10545,11601,857,48,0,0,0,0,0,71,1056
358,Non-temporal read,2,26fd1f80,10577,11633,857,48,0,0,0,0,0,71,1056
359,Non-temporal read,2,22fd7bc0,10609,11665,857,48,0,0,0,0,0,71,1056
360,Non-temporal read,2,29beb580,10641,11697,857,48,0,0,0,0,0,71,1056
361,Non-temporal read,2,a32f840,10673,11729,857,48,0,0,0,0,0,71,1056
362,Non-temporal read,2,3f2e8a80,10705,11761,857,48,0,0,0,0,0,71,1056
363,Non-temporal read,2,988bc40,10737,11793,857,48,0,0,0,0,0,71,1056
364,Non-temporal read,2,3b6f7f80,10769,11825,857,48,0,0,0,0,0,71,1056
365,Non-temporal read,2,34c03ac0,10801,11857,857,48,0,0,0,0,0,71,1056
366,Non-temporal read,2,14e4bac0,10833,11889,857,48,0,0,0,0,0,71,1056
367,Non-temporal read,2,3639bc0,10865,11921,857,48,0,0,0,0,0,71,1056
368,Non-temporal read,2,1da0bbc0,10897,11953,847,48,0,0,0,0,0,81,1056
369,Non-temporal read,2,1aea8600,10929,11985,856,48,0,0,0,0,0,72,1056
370,Non-temporal read,2,3a42c7c0,10961,12017,857,48,0,0,0,0,0,71,1056
371,Non-temporal read,2,1768f480,10993,12049,857,48,0,0,0,0,0,71,1056
372,Non-temporal read,2,1d048c00,11025,12081,857,48,0,0,0,0,0,71,1056
373,Non-temporal read,2,3e7192c0,11057,12113,857,48,0,0,0,0,0,71,1056
374,Non-temporal read,2,1c96c300,11089,12145,857,48,0,0,0,0,0,71,1056
375,Non-temporal read,2,1f270bc0,11121,12177,857,48,0,0,0,0,0,71,1056
376,Non-temporal read,2,1caff940,11153,12209,857,48,0,0,0,0,0,71,1056
377,Non-temporal read,2,34284e40,11185,12241,857,48,0,0,0,0,0,71,1056
378,Non-temporal read,2,152a8700,11217,12273,857,48,0,0,0,0,0,71,1056
379,Non-temporal read,2,27482200,11249,12305,857,48,0,0,0,0,0,71,1056
380,Non-temporal read,2,d6e9d00,11281,12337,847,48,0,0,0,0,0,81,1056
381,Non-temporal read,2,19c64f00,11313,12369,856,48,0,0,0,0,0,72,1056
382,Non-temporal read,2,12236300,11345,12401,857,48,0,0,0,0,0,71,1056
383,Non-temporal read,2,1408c900,11377,12433,857,48,0,0,0,0,0,71,1056
384,Non-temporal read,2,1b9d6480,11409,12465,857,48,0,0,0,0,0,71,1056
385,Non-temporal read,2,2a8116c0,11441,12497,857,48,0,0,0,0,0,71,1056
386,Non-temporal read,2,3b4ac380,11473,12529,857,48,0,0,0,0,0,71,1056
387,Non-temporal read,2,1ddb0b80,11505,12561,857,48,0,0,0,0,0,71,1056
388,Non-temporal read,2,17b49e80,11537,12593,857,48,0,0,0,0,0,71,1056
389,Non-temporal read,2,ed9f7c0,11569,12625,857,48,0,0,0,0,0,71,1056
390,Non-temporal read,2,d27c380,11601,12657,857,48,0,0,0,0,0,71,1056
391,Non-temporal read,2,15bc7300,11633,12689,857,48,0,0,0,0,0,71,1056
392,Non-temporal read,2,3df272c0,11665,12721,857,48,0,0,0,0,0,71,1056
393,Non-temporal read,2,1b6d2240,11697,12753,857,48,0,0,0,0,0,71,1056
394,Non-temporal read,2,11b13c0,11729,12785,857,48,0,0,0,0,0,71,1056
395,Non-temporal read,2,2616d300,11761,12817,857,48,0,0,0,0,0,71,1056
396,Non-temporal read,2,7dbcc0,11793,12849,857,48,0,0,0,0,0,71,1056
397,Non-temporal read,2,1e338f40,11825,12881,857,48,0,0,0,0,0,71,1056
398,Non-temporal read,2,d223840,11857,12913,857,48,0,0,0,0,0,71,1056
399,Non-temporal read,2,114dcf80,11889,12945,857,48,0,0,0,0,0,71,1056
400,Non-temporal read,2,3edf4540,11921,12977,857,48,0,0,0,0,0,71,1056
401,Non-temporal read,2,1272b000,11953,13009,857,48,0,0,0,0,0,71,1056
402,Non-temporal read,2,3037efc0,11985,13041,857,48,0,0,0,0,0,71,1056
403,Non-temporal read,2,309d8980,12017,13073,857,48,0,0,0,0,0,71,1056
404,Non-temporal read,2,118084c0,12049,13105,857,48,0,0,0,0,0,71,1056
405,Non-temporal read,2,5bea080,12081,13137,857,48,0,0,0,0,0,71,1056
407,Non-temporal read,2,3e6f480,12145,13169,825,48,0,0,0,0,0,71,1024
406,Non-temporal read,2,2f82b1c0,12113,13201,846,48,0,0,0,0,0,114,1088
408,Non-temporal read,2,39193d80,12177,13233,857,48,0,0,0,0,0,71,1056
409,Non-temporal read,2,34446080,12209,13265,857,48,0,0,0,0,0,71,1056
410,Non-temporal read,2,7aa11c0,12241,13297,857,48,0,0,0,0,0,71,1056
411,Non-temporal read,2,78532c0,12273,13329,857,48,0,0,0,0,0,71,1056
412,Non-temporal read,2,39e18b80,12305,13361,857,48,0,0,0,0,0,71,1056
413,Non-temporal read,2,e4c9140,12337,13393,857,48,0,0,0,0,0,71,1056
416,Non-temporal read,2,32fd1f80,12433,13425,793,48,0,0,0,0,0,71,992
417,Non-temporal read,2,3eedaf40,12465,13457,792,48,0,0,0,0,0,72,992
418,Non-temporal read,2,a340580,12497,13489,793,48,0,0,0,0,0,71,992
420,Non-temporal read,2,177581c0,12561,13521,761,48,0,0,0,0,0,71,960
421,Non-temporal read,2,2d48b00,12593,13553,761,48,0,0,0,0,0,71,960
423,Non-temporal read,2,3bf8dc00,12657,13585,729,48,0,0,0,0,0,71,928
427,Non-temporal read,2,221d2840,12785,13617,633,48,0,0,0,0,0,71,832
429,Non-temporal read,2,1fe9b840,12849,13649,601,48,0,0,0,0,0,71,800
431,Non-temporal read,2,2f200300,12913,13681,569,48,0,0,0,0,0,71,768
433,Non-temporal read,2,ae913c0,12977,13713,537,48,0,0,0,0,0,71,736
419,Non-temporal read,2,dc68ac0,12529,13745,543,48,0,0,0,0,0,545,1216
430,Non-temporal read,2,270aa500,12881,13777,571,48,0,0,0,0,0,197,896
424,Non-temporal read,2,315f12c0,12689,13809,599,48,0,0,0,0,0,393,1120
422,Non-temporal read,2,1d17bb00,12625,13841,627,48,0,0,0,0,0,461,1216
434,Non-temporal read,2,1598e240,13009,13873,653,48,0,0,0,0,0,83,864
415,Non-temporal read,2,27f6c980,12401,13905,668,48,0,0,0,0,0,708,1504
432,Non-temporal read,2,117fd80,12945,13937,696,48,0,0,0,0,0,168,992
414,Non-temporal read,2,3c734540,12369,13969,724,48,0,0,0,0,0,748,1600
435,Non-temporal read,2,1cfdea80,13041,14001,750,48,0,0,0,0,0,82,960
426,Non-temporal read,2,133fdd00,12753,14033,777,48,0,0,0,0,0,375,1280
436,Non-temporal read,2,2e05d780,13073,14065,793,48,0,0,0,0,0,71,992
425,Non-temporal read,2,13afa640,12721,14097,809,48,0,0,0,0,0,439,1376
437,Non-temporal read,2,22040400,13105,14129,825,48,0,0,0,0,0,71,1024
438,Non-temporal read,2,28b54000,13137,14161,825,48,0,0,0,0,0,71,1024
439,Non-temporal read,2,2c0373c0,13169,14193,847,48,0,0,0,0,0,49,1024
428,Non-temporal read,2,2dd7be80,12817,14225,863,48,0,0,0,0,0,417,1408
440,Non-temporal read,2,2fca6c0,13201,14257,857,48,0,0,0,0,0,71,1056
441,Non-temporal read,2,1b216ec0,13233,14289,857,48,0,0,0,0,0,71,1056
442,Non-temporal read,2,1c71f0c0,13265,14321,857,48,0,0,0,0,0,71,1056
443,Non-temporal read,2,b88c5c0,13297,14353,857,48,0,0,0,0,0,71,1056
444,Non-temporal read,2,267b98c0,13329,14385,879,48,0,0,0,0,0,49,1056
445,Non-temporal read,2,6ef8f40,13361,14417,836,48,0,0,0,0,0,92,1056
446,Non-temporal read,2,2d1b64c0,13393,14449,857,48,0,0,0,0,0,71,1056
447,Non-temporal read,2,38bca500,13425,14481,857,48,0,0,0,0,0,71,1056
448,Non-temporal read,2,5c2c900,13457,14513,857,48,0,0,0,0,0,71,1056
449,Non-temporal read,2,f511a80,13489,14545,857,48,0,0,0,0,0,71,1056
450,Non-temporal read,2,3a3bbfc0,13521,14577,857,48,0,0,0,0,0,71,1056
451,Non-temporal read,2,2c003840,13553,14609,857,48,0,0,0,0,0,71,1056
452,Non-temporal read,2,3d5ed8c0,13585,14641,857,48,0,0,0,0,0,71,1056
453,Non-temporal read,2,30922a00,13617,14673,879,48,0,0,0,0,0,49,1056
454,Non-temporal read,2,22790840,13649,14705,857,48,0,0,0,0,0,71,1056
455,Non-temporal read,2,1cda3b40,13681,14737,857,48,0,0,0,0,0,71,1056
456,Non-temporal read,2,10414c00,13713,14769,857,48,0,0,0,0,0,71,1056
457,Non-temporal read,2,4937640,13745,14801,857,48,0,0,0,0,0,71,1056
458,Non-temporal read,2,332b46c0,13777,14833,857,48,0,0,0,0,0,71,1056
460,Non-temporal read,2,3deff600,13841,14865,825,48,0,0,0,0,0,71,1024
459,Non-temporal read,2,9935300,13809,14897,846,48,0,0,0,0,0,114,1088
461,Non-temporal read,2,3db462c0,13873,14929,857,48,0,0,0,0,0,71,1056
462,Non-temporal read,2,8991440,13905,14961,857,48,0,0,0,0,0,71,1056
463,Non-temporal read,2,4765300,13937,14993,879,48,0,0,0,0,0,49,1056
464,Non-temporal read,2,31398500,13969,15025,857,48,0,0,0,0,0,71,1056
465,Non-temporal read,2,30988840,14001,15057,857,48,0,0,0,0,0,71,1056
466,Non-temporal read,2,1282480,14033,15089,857,48,0,0,0,0,0,71,1056
467,Non-temporal read,2,b6e4440,14065,15121,857,48,0,0,0,0,0,71,1056
468,Non-temporal read,2,c47c980,14097,15153,857,48,0,0,0,0,0,71,1056
469,Non-temporal read,2,3c905f80,14129,15185,857,48,0,0,0,0,0,71,1056
470,Non-temporal read,2,2977b80,14161,15217,857,48,0,0,0,0,0,71,1056
471,Non-temporal read,2,3c603f00,14193,15249,857,48,0,0,0,0,0,71,1056
472,Non-temporal read,2,1bf637c0,14225,15281,857,48,0,0,0,0,0,71,1056
473,Non-temporal read,2,35cd5800,14257,15313,857,48,0,0,0,0,0,71,1056
474,Non-temporal read,2,18900b40,14289,15345,857,48,0,0,0,0,0,71,1056
475,Non-temporal read,2,21e7c3c0,14321,15377,857,48,0,0,0,0,0,71,1056
476,Non-temporal read,2,205b0640,14353,15409,857,48,0,0,0,0,0,71,1056
477,Non-temporal read,2,29986600,14385,15441,857,48,0,0,0,0,0,71,1056
478,Non-temporal read,2,39673380,14417,15473,879,48,0,0,0,0,0,49,1056
479,Non-temporal read,2,3a7bce00,14449,15505,857,48,0,0,0,0,0,71,1056
480,Non-temporal read,2,12eb8ec0,14481,15537,857,48,0,0,0,0,0,71,1056
481,Non-temporal read,2,167eda00,14513,15569,857,48,0,0,0,0,0,71,1056
482,Non-temporal read,2,293c8940,14545,15601,857,48,0,0,0,0,0,71,1056
483,Non-temporal read,2,9bd52c0,14577,15633,857,48,0,0,0,0,0,71,1056
484,Non-temporal read,2,10ff7d80,14609,15665,857,48,0,0,0,0,0,71,1056
485,Non-temporal read,2,24191dc0,14641,15697,857,48,0,0,0,0,0,71,1056
486,Non-temporal read,2,34004640,14673,15729,857,48,0,0,0,0,0,71,1056
487,Non-temporal read,2,2a5acc80,14705,15761,857,48,0,0,0,0,0,71,1056
488,Non-temporal read,2,58116c0,14737,15793,857,48,0,0,0,0,0,71,1056
489,Non-temporal read,2,350a5300,14769,15825,857,48,0,0,0,0,0,71,1056
490,Non-temporal read,2,18131500,14801,15857,857,48,0,0,0,0,0,71,1056
491,Non-temporal read,2,2d68bf80,14833,15889,857,48,0,0,0,0,0,71,1056
492,Non-temporal read,2,17564200,14865,15921,857,48,0,0,0,0,0,71,1056
493,Non-temporal read,2,2e59bd00,14897,15953,857,48,0,0,0,0,0,71,1056
494,Non-temporal read,2,5558d40,14929,15985,857,48,0,0,0,0,0,71,1056
495,Non-temporal read,2,d4f9140,14961,16017,857,48,0,0,0,0,0,71,1056
496,Non-temporal read,2,14144b00,14993,16049,857,48,0,0,0,0,0,71,1056
497,Non-temporal read,2,3055cb00,15025,16081,857,48,0,0,0,0,0,71,1056
498,Non-temporal read,2,3233cb00,15057,16113,857,48,0,0,0,0,0,71,1056
499,Non-temporal read,2,14bc5d00,15089,16145,857,48,0,0,0,0,0,71,1056
