,PE,DR,page,Layer0,Layer1,Layer2,Layer3,Layer4,Layer5,Layer6,Layer7,Layer8,Layer9,Layer10,Layer11,Layer12,Layer13,Layer14,Layer15,Layer16,Layer17,Layer18,Layer19,Layer20,Layer21,Layer22,Layer23,Layer24,Layer25,Layer26,Layer27,Layer28,Layer29,Layer30,Layer31,Layer32,Layer33,Layer34,Layer35,Layer36,Layer37,Layer38,Layer39,Layer40,Layer41,Layer42,Layer43,Layer44,Layer45,Layer46,Layer47,Layer48,Layer49,Layer50,Layer51,Layer52,Layer53,Layer54,Layer55,Layer56,Layer57,Layer58,Layer59,Layer60,Layer61,Layer62,Layer63,Layer64,Layer65,Layer66,Layer67,Layer68,Layer69,Layer70,Layer71,Layer72,Layer73,Layer74,Layer75,Layer76,Layer77,Layer78,Layer79,Layer80,Layer81,Layer82,Layer83,Layer84,Layer85,Layer86,Layer87,Layer88,Layer89,Layer90,Layer91,Layer92,Layer93,Layer94,Layer95,Layer96,Layer97,Layer98,Layer99,Layer100,Layer101,Layer102,Layer103,Layer104,Layer105,Layer106,Layer107,Layer108,Layer109,Layer110,Layer111,Layer112,Layer113,Layer114,Layer115,Layer116,Layer117,Layer118,Layer119,Layer120,Layer121,Layer122,Layer123,Layer124,Layer125,Layer126,Layer127,mean
0,1,0,0,0.000497,0.000622,0.000622,0.000746,0.000746,0.000622,0.000622,0.000622,0.000622,0.000622,0.000622,0.000622,0.000497,0.000497,0.000497,0.000497,0.000497,0.000497,0.000622,0.000622,0.000622,0.000746,0.000622,0.000746,0.000622,0.000497,0.000622,0.000622,0.000622,0.000497,0.000497,0.000622,0.000497,0.000622,0.000622,0.000746,0.000746,0.000622,0.000622,0.000622,0.000622,0.000622,0.000622,0.000622,0.000497,0.000497,0.000497,0.000497,0.000497,0.000622,0.000622,0.000622,0.000622,0.000746,0.000746,0.000746,0.000622,0.000622,0.000622,0.000622,0.000622,0.000497,0.000497,0.000622,0.000497,0.000622,0.000622,0.000746,0.000746,0.000622,0.000622,0.000622,0.000622,0.000622,0.000746,0.000622,0.000497,0.000497,0.000497,0.000497,0.000497,0.000622,0.000622,0.000746,0.000622,0.000746,0.000746,0.000746,0.000622,0.000622,0.000622,0.000622,0.000622,0.000497,0.000497,0.000622,0.000497,0.000622,0.000622,0.000746,0.000746,0.000622,0.000622,0.000622,0.000622,0.000622,0.000622,0.000622,0.000497,0.000497,0.000497,0.000497,0.000497,0.000622,0.000622,0.000622,0.000622,0.000746,0.000746,0.000746,0.000622,0.000622,0.000622,0.000622,0.000622,0.000497,0.000497,0.000622,0.0006091406249999987
1,1,0,1,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00127,0.00159,0.00127,0.00159,0.00159,0.00159,0.00191,0.00191,0.00191,0.00191,0.00159,0.00159,0.00159,0.00159,0.00159,0.00191,0.00159,0.00127,0.00127,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00127,0.00127,0.00127,0.00159,0.00159,0.00159,0.00191,0.00191,0.00191,0.00191,0.00191,0.00159,0.00159,0.00159,0.00159,0.00191,0.00159,0.00127,0.00127,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00127,0.00159,0.00127,0.00159,0.00159,0.00159,0.00191,0.00191,0.00191,0.00191,0.00191,0.00159,0.00159,0.00159,0.00159,0.00191,0.00159,0.00127,0.00127,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00159,0.00127,0.00127,0.00127,0.00159,0.00159,0.00159,0.00191,0.00191,0.00191,0.00191,0.00191,0.00159,0.00159,0.00159,0.00159,0.00191,0.00159,0.00127,0.00127,0.00159,0.0016024999999999995
2,1,0,2,0.0034,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.0034,0.00425,0.00425,0.00425,0.00425,0.00425,0.0034,0.00425,0.00425,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.00425,0.0051,0.00425,0.0034,0.0034,0.0034,0.0034,0.0034,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.0034,0.0034,0.00425,0.00425,0.00425,0.00425,0.0034,0.00425,0.00425,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.00425,0.0051,0.00425,0.0034,0.0034,0.0034,0.0034,0.0034,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.0034,0.00425,0.00425,0.00425,0.00425,0.00425,0.0034,0.00425,0.00425,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.00425,0.0051,0.00425,0.00425,0.0034,0.0034,0.0034,0.0034,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.00425,0.0034,0.0034,0.00425,0.00425,0.00425,0.00425,0.0034,0.00425,0.00425,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.00425,0.0051,0.00425,0.00425,0.0034,0.0034,0.0034,0.004276562499999992
3,1,1,0,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000226,0.000226,0.000226,0.000282,0.000282,0.000282,0.000282,0.000282,0.000339,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000226,0.000282,0.000226,0.000282,0.000339,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000226,0.000226,0.000282,0.000282,0.000282,0.000282,0.000282,0.000339,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000339,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000226,0.000282,0.000282,0.000282,0.000282,0.000282,0.000339,0.000282,0.000282,0.000282,0.000282,0.000282,0.000339,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000226,0.000226,0.000282,0.000282,0.000282,0.000282,0.000282,0.000339,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.000282,0.00028074218749999996
4,1,1,1,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000386,0.000386,0.000482,0.000482,0.000482,0.000482,0.000482,0.000579,0.000482,0.000482,0.000482,0.000482,0.000482,0.000579,0.000579,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000386,0.000386,0.000482,0.000482,0.000482,0.000482,0.000482,0.000579,0.000482,0.000482,0.000482,0.000482,0.000482,0.000579,0.000579,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000386,0.000386,0.000482,0.000482,0.000482,0.000482,0.000482,0.000579,0.000482,0.000482,0.000482,0.000482,0.000482,0.000579,0.000579,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000482,0.000386,0.000386,0.000386,0.000386,0.000482,0.000482,0.000482,0.000482,0.000482,0.000579,0.000482,0.000482,0.000482,0.000482,0.000482,0.000579,0.000579,0.000482,0.000482,0.000482,0.0004835937500000013
5,1,1,2,0.000654,0.000818,0.000818,0.000818,0.000818,0.000818,0.000654,0.000654,0.000654,0.000654,0.000818,0.000818,0.000818,0.000981,0.000654,0.000654,0.000818,0.000818,0.000818,0.000981,0.000818,0.000981,0.000981,0.000981,0.000981,0.000818,0.000981,0.000818,0.000818,0.000654,0.000654,0.000654,0.000654,0.000818,0.000818,0.000818,0.000818,0.000818,0.000654,0.000654,0.000654,0.000654,0.000654,0.000818,0.000818,0.000981,0.000818,0.000654,0.000818,0.000818,0.000818,0.000981,0.000818,0.000981,0.000981,0.000981,0.000981,0.000818,0.000981,0.000818,0.000818,0.000654,0.000818,0.000654,0.000654,0.000818,0.000818,0.000818,0.000818,0.000818,0.000654,0.000818,0.000818,0.000654,0.000818,0.000818,0.000818,0.000981,0.000818,0.000654,0.000818,0.000818,0.000818,0.000981,0.000818,0.000981,0.000981,0.000981,0.000981,0.000818,0.000981,0.000818,0.000818,0.000654,0.000818,0.000654,0.000654,0.000818,0.000818,0.000818,0.000818,0.000818,0.000654,0.000654,0.000654,0.000654,0.000654,0.000818,0.000818,0.000981,0.000818,0.000654,0.000818,0.000818,0.000818,0.000981,0.000818,0.000981,0.000981,0.000981,0.000981,0.000818,0.000981,0.000818,0.000818,0.000654,0.000818,0.000654,0.0008100937499999996
6,1,2,0,0.000302,0.000363,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000242,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000242,0.000302,0.000242,0.000302,0.000363,0.000363,0.000302,0.000302,0.000363,0.000363,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000242,0.000363,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000242,0.000302,0.000363,0.000363,0.000302,0.000302,0.000363,0.000363,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000242,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000363,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000242,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000302,0.000242,0.000302,0.000242,0.0003030234374999994
7,1,2,1,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000371,0.000371,0.000371,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000557,0.000557,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000557,0.000557,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000371,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000557,0.000557,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000371,0.000371,0.000371,0.000371,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000464,0.000557,0.000557,0.000464,0.000464,0.000464,0.0004639999999999995
8,1,2,2,0.000553,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000553,0.000553,0.000691,0.000691,0.000691,0.000829,0.000691,0.000829,0.000829,0.000829,0.000829,0.000691,0.000829,0.000691,0.000691,0.000553,0.000691,0.000553,0.000553,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000553,0.000553,0.000691,0.000691,0.000691,0.000829,0.000691,0.000829,0.000829,0.000829,0.000829,0.000691,0.000829,0.000691,0.000691,0.000691,0.000691,0.000553,0.000553,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000553,0.000691,0.000691,0.000691,0.000829,0.000691,0.000829,0.000829,0.000829,0.000829,0.000691,0.000829,0.000691,0.000691,0.000691,0.000691,0.000691,0.000553,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000691,0.000553,0.000553,0.000691,0.000691,0.000691,0.000829,0.000691,0.000829,0.000829,0.000829,0.000829,0.000691,0.000829,0.000691,0.000691,0.000691,0.000691,0.000691,0.0007017812499999988
9,1,3,0,0.000361,0.000433,0.000433,0.000361,0.000361,0.000433,0.000433,0.000361,0.000433,0.000361,0.000361,0.000361,0.000361,0.000361,0.000361,0.000289,0.000433,0.000433,0.000361,0.000361,0.000361,0.000361,0.000289,0.000289,0.000361,0.000361,0.000361,0.000361,0.000361,0.000289,0.000289,0.000289,0.000361,0.000433,0.000433,0.000361,0.000361,0.000433,0.000433,0.000433,0.000433,0.000361,0.000361,0.000361,0.000361,0.000361,0.000361,0.000361,0.000433,0.000433,0.000361,0.000361,0.000361,0.000361,0.000361,0.000361,0.000361,0.000361,0.000361,0.000361,0.000361,0.000289,0.000289,0.000289,0.000361,0.000433,0.000433,0.000361,0.000361,0.000433,0.000433,0.000433,0.000433,0.000361,0.000361,0.000361,0.000361,0.000361,0.000361,0.000361,0.000433,0.000433,0.000361,0.000361,0.000361,0.000361,0.000289,0.000361,0.000361,0.000361,0.000361,0.000361,0.000361,0.000289,0.000289,0.000289,0.000361,0.000433,0.000433,0.000361,0.000361,0.000433,0.000433,0.000361,0.000433,0.000361,0.000361,0.000361,0.000361,0.000361,0.000361,0.000361,0.000433,0.000433,0.000361,0.000361,0.000361,0.000361,0.000289,0.000289,0.000361,0.000361,0.000361,0.000361,0.000361,0.000289,0.000289,0.000289,0.00036775
